"","day","mxpsd","max","fog","NUM_COLLISIONS"
"1505",3,14,69.1,0,0.764420287102248
"3223",4,20,69.1,0,0.608040170079313
"641",5,11.1,73.9,0,1.42121677859857
"387",6,9.9,73.9,0,0.170175842415095
"1865",7,15,66.9,0,1.57759689562151
"1409",1,14,70,0,-0.111308368226187
"1404",2,14,70,0,0.482936076460965
"1539",3,14,64.9,0,0.107623795605921
"2755",4,18.1,64.9,0,-1.11214111717297
"162",5,8.9,70,1,-0.298964508653709
"500",6,11.1,73,1,0.6393161934839
"275",7,9.9,73,1,0.733144263697661
"496",1,11.1,73,1,0.733144263697661
"4111",2,28.9,73,0,0.232727889224269
"2856",3,19,72,1,-0.736828836317927
"259",4,9.9,72,0,-0.0800323448216005
"10",5,7,73,1,0.0450717487967474
"129",6,8.9,73,1,-1.08086509376838
"1319",7,14,72,1,-0.611724742699579
"2179",1,15.9,75.9,0,0.295279936033443
"663",2,11.1,75.9,1,-1.11214111717297
"175",3,8.9,75,1,0.420384029651791
"126",4,8.9,73,1,-0.0487563214170135
"491",5,11.1,73,1,0.138899819010508
"72",6,8,80.1,1,-0.611724742699579
"74",7,8,80.1,1,-0.70555281291334
"1877",1,15,75.9,1,-0.0174802980124266
"2401",2,17.1,79,1,0.357831982842617
"409",3,9.9,82.9,0,0.514212099865552
"933",4,12,82.9,1,0.576764146674726
"2307",5,17.1,77,0,0.232727889224269
"1226",6,13,75.9,0,-0.424068602272057
"1989",7,15.9,77,1,0.608040170079313
"2936",1,19,79,1,1.42121677859857
"330",2,9.9,79,1,-0.580448719294992
"1770",3,15,79,1,-1.14341714057756
"66",4,8,79,0,0.576764146674726
"907",5,12,71.6,1,1.82780508285821
"132",6,8.9,77,1,0.545488123270139
"787",7,12,81,1,-0.517896672485818
"566",1,11.1,75,0,-0.517896672485818
"368",2,9.9,78.1,0,1.13973256795729
"1767",3,15,79,0,0.138899819010508
"2700",4,18.1,78.8,0,-0.70555281291334
"1486",5,14,87.8,0,0.701868240293074
"1461",6,14,78.8,1,0.170175842415095
"3577",7,22,80.1,0,-0.267688485249122
"1439",1,14,79,0,-0.142584391630774
"858",2,12,79,0,0.514212099865552
"1568",3,14,75.9,0,-0.298964508653709
"846",4,12,75,0,-0.111308368226187
"635",5,11.1,73.9,0,0.232727889224269
"1038",6,13,77,0,-0.111308368226187
"881",7,12,80.1,0,0.107623795605921
"877",1,12,80.1,0,-0.611724742699579
"3507",2,22,77,0,-0.768104859722514
"2403",3,17.1,79,0,-0.142584391630774
"1441",4,14,79,0,0.826972333911422
"3124",5,20,77,0,0.295279936033443
"281",6,9.9,77,1,1.13973256795729
"1331",7,14,77,1,0.264003912628856
"1031",1,13,77,1,0.170175842415095
"1991",2,15.9,77,0,-0.330240532058296
"503",3,11.1,77,1,-0.111308368226187
"898",4,12,71.1,0,-1.95659374909682
"1764",5,15,75,0,0.983352450934357
"2398",6,17.1,75,0,0.264003912628856
"2175",7,15.9,75.9,0,-0.111308368226187
"761",1,12,77,0,-0.330240532058296
"3326",2,21,77,1,-1.0495890703638
"260",3,9.9,72,0,-1.33107328100508
"163",4,8.9,70,0,-0.893208953340862
"2744",5,18.1,71.1,0,-0.643000766104166
"2678",6,18.1,75,1,-0.361516555462883
"919",7,12,73.9,1,-0.486620649081231
"643",1,11.1,73.9,0,-0.987037023554623
"1316",2,14,72,1,-1.29979725760049
"1021",3,13,73,1,-0.236412461844535
"3867",4,25.1,73,0,1.45249280200316
"1405",5,14,70,0,0.764420287102248
"820",6,12,70,0,0.576764146674726
"1211",7,13,73.9,0,-0.173860415035361
"139",1,8.9,81,0,0.0137957253921604
"406",2,9.9,82.9,1,0.6393161934839
"404",3,9.9,82.9,0,0.858248357316009
"648",4,11.1,82.9,0,1.26483666157564
"1157",5,13,80.1,1,-0.142584391630774
"283",6,9.9,77,1,0.138899819010508
"43",7,8,77,1,-0.70555281291334
"63",1,8,75,1,0.889524380720596
"232",2,8.9,75.9,1,0.514212099865552
"417",3,9.9,75.9,1,-0.142584391630774
"93",4,8,75.9,1,1.26483666157564
"4167",5,29.9,75.9,0,0.264003912628856
"4188",6,31.1,69.1,0,0.764420287102248
"1521",7,14,71.1,0,-1.61255749164636
"3228",1,20,71.1,0,0.451660053056378
"2925",2,19,70,0,0.6393161934839
"1093",3,13,70,0,0.670592216888487
"3365",4,21,70,0,0.545488123270139
"1828",5,15,71.1,0,0.608040170079313
"3117",6,20,68,0,-0.236412461844535
"2918",7,19,63,0,0.451660053056378
"3502",1,22,64,0,-0.893208953340862
"3108",2,20,64,0,0.232727889224269
"2051",3,15.9,63,0,0.889524380720596
"1537",4,14,64.9,0,1.29611268498023
"1190",5,13,64.9,0,1.67142496583527
"3639",6,22.9,64,0,-0.517896672485818
"3705",7,22.9,64.9,0,-0.611724742699579
"3359",1,21,66,0,0.32655595943803
"1177",2,13,71.1,0,1.51504484881234
"171",3,8.9,75,0,0.608040170079313
"170",4,8.9,75,1,0.795696310506835
"828",5,12,70,1,1.32738870838481
"2384",6,17.1,70,0,0.170175842415095
"3820",7,24.1,64.9,0,-1.23724521079132
"3450",1,21,62.1,0,-2.17552591292893
"2456",2,17.1,64.9,0,0.545488123270139
"54",3,8,66,1,0.482936076460965
"84",4,8,64.9,0,0.295279936033443
"1840",5,15,64.9,0,1.45249280200316
"1378",6,14,61,0,0.545488123270139
"3542",7,22,61,0,0.6393161934839
"803",1,12,59,0,0.826972333911422
"153",2,8.9,59,0,0.264003912628856
"24",3,7,62.1,0,-0.39279257886747
"958",4,12,62.1,0,1.57759689562151
"1592",5,14,62.1,0,2.35949748073618
"3832",6,24.1,62.1,1,0.6393161934839
"4100",7,28,62.1,0,-0.0487563214170135
"2716",1,18.1,57.9,0,0.576764146674726
"1379",2,14,63,0,-0.0800323448216005
"2581",3,18.1,64,0,0.826972333911422
"1813",4,15,69.1,0,1.07718052114812
"884",5,12,69.1,0,0.482936076460965
"1395",6,14,70,0,2.82863783180499
"1394",7,14,70,0,-0.549172695890405
"1633",1,15,64,1,0.608040170079313
"3105",2,20,64,0,0.295279936033443
"2414",3,17.1,48.9,0,-0.236412461844535
"454",4,11.1,50,0,-1.01831304695921
"1904",5,15,53.1,0,0.983352450934357
"2780",6,18.1,60.1,0,-0.799380883127101
"538",7,11.1,61,0,-0.861932929936275
"1083",1,13,61,0,0.389108006247204
"2361",2,17.1,61,0,-0.830656906531688
"3537",3,22,61,0,0.0763477722013344
"1255",4,13,53.1,0,-0.70555281291334
"715",5,12,54,0,-1.48745339802801
"1945",6,15.9,54,0,1.01462847433894
"460",7,11.1,54,0,-0.987037023554623
"27",1,8,48,0,1.26483666157564
"1931",2,15.9,50,0,0.0450717487967474
"706",3,12,50,0,0.264003912628856
"3216",4,20,57.9,0,0.514212099865552
"1081",5,13,61,1,1.95290917647655
"3787",6,24.1,63,0,0.514212099865552
"2660",7,18.1,63,0,0.357831982842617
"2569",1,18.1,52,0,1.6088729190261
"701",2,12,46,0,2.98501794882792
"4257",3,38.1,55.9,1,0.95207642752977
"3395",4,21,55.9,0,-2.11297386611975
"2261",5,17.1,52,0,-1.33107328100508
"2792",6,18.1,51.1,0,-1.67510953845554
"1779",7,15,46.9,0,-1.73766158526471
"4147",1,29.9,54,0,0.0137957253921604
"3150",2,20,55,0,-1.11214111717297
"3137",3,20,43,0,-0.799380883127101
"2405",4,17.1,46.9,0,0.201451865819682
"2023",5,15.9,55,0,2.04673724669031
"1066",6,13,55,0,-0.111308368226187
"1628",7,15,54,1,-0.142584391630774
"1600",1,14,53.1,1,0.201451865819682
"2214",2,15.9,53.1,0,-0.142584391630774
"3145",3,20,45,0,-1.33107328100508
"1690",4,15,41,0,0.138899819010508
"97",5,8,44.1,0,0.357831982842617
"1281",6,14,50,0,0.264003912628856
"3212",7,20,55.9,1,-1.5187294214326
"4164",1,29.9,57.9,0,0.95207642752977
"2965",2,19,57.9,0,1.51504484881234
"3189",3,20,46.9,0,-0.0174802980124266
"2941",4,19,46.9,0,0.451660053056378
"3295",5,21,50,0,1.38994075519399
"2791",6,18.1,51.1,0,-0.799380883127101
"2523",7,17.1,53.1,0,-0.799380883127101
"4263",1,39,59,0,1.01462847433894
"3666",2,22.9,59,0,0.201451865819682
"3079",3,20,48,0,0.608040170079313
"3714",4,22.9,42.1,0,0.608040170079313
"2420",5,17.1,39.9,0,1.82780508285821
"96",6,8,42.1,0,-1.45617737462343
"185",7,8.9,46.9,0,-1.5187294214326
"969",1,12,53.1,0,-3.42656684911241
"589",2,11.1,55.9,1,-2.42573410016562
"20",3,7,55.9,1,-0.955761000150036
"3210",4,20,55.9,1,0.264003912628856
"3573",5,22,55.9,0,-0.0487563214170135
"2694",6,18.1,48.9,1,-1.14341714057756
"1456",7,14,48.9,0,-2.45701012357021
